번호,분야,사업명,신청시작일자,신청종료일자,소관기관,수행기관,등록일자,상세URL
99,창업,[부산] 2024년 콘텐츠코리아랩 B-CON 스타트업 사업화 지원 사업 모집 공고,2024-03-20,2024-04-19,부산광역시,부산정보산업진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096283
100,인력,[인천] 2024년 청년도약기지 참여기업 모집 공고,2024-03-20,2024-04-12,인천광역시,인천경영자총협회,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096267
101,경영,[경기] 2024년 자유공모형(기회확장형) 게임제작 지원기업 모집 공고,2024-03-25,2024-04-15,경기도,경기콘텐츠진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096266
102,경영,[충남] 2024년 탄소중립 기업 판로개척 지원 모집 공고,2024-03-25,2024-04-19,충청남도,충남테크노파크,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096282
103,경영,[경기] 2024년 우수출판물 제작 지원사업 모집 공고,2024-03-25,2024-04-26,경기도,경기콘텐츠진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096265
104,창업,2024년 창업기업제품실증지원사업 솔루션형 모집 공고,2024-03-25,2024-04-12,광주광역시,광주테크노파크,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096281
105,경영,[경기] 성남시 2024년 사업화 패키지 지원 기업 모집 공고,2024-03-20,2024-04-12,경기도,성남산업진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096240
106,인력,[충남] 2024년 청년인턴 사업(충전) 참여기업 모집 공고,2024-03-25,2024-05-20,충청남도,충청남도일자리경제진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096264
107,창업,2024년 창업기업제품실증지원사업 자율형 모집 공고,2024-03-25,2024-04-12,광주광역시,광주테크노파크,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096263
108,수출,[경남] 2024년 수출사다리 지원사업 모집 공고,2024-03-25,2024-04-03,경상남도,KOTRA경남지원단,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096262
109,경영,[전북] 2024년 사회적경제 성장기업 육성 사업 참여기업 모집 공고,2024-04-08,2024-04-12,전북특별자치도,전북특별자치도경제통상진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096261
110,수출,[경기] 2024년 비관세장벽 대응 해외인증(CPNP) 취득 지원 사업 참여기업 모집 공고,2024-03-19,2024-04-02,경기도,경기중소벤처기업연합회,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096260
111,수출,[전북] 2024년 일본 RISCON TOKYO 통합 한국관 참여기업 모집 공고,2024-04-01,2024-04-12,전북특별자치도,전북테크노파크,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096259
112,경영,[부산] 재난안전제품 컨설팅지원사업(인증ㆍ마케팅) 참여기업 모집 공고,2024-03-25,2024-04-05,부산광역시,부산테크노파크,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096239
113,기술,[대구] 2024년 기술 및 경영혁신 인증지원사업 모집 공고,2024-03-25,2024-04-08,대구광역시,대구테크노파크,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096238
114,기술,[부산] 2024년 현장애로지원 기술닥터제 수요기업 모집 공고(산업기술단지 거점기능강화사업),2024-03-25,2024-12-31,부산광역시,부산테크노파크,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096258
115,기술,제3차년도 PBV(목적기반자동차) 부품기업 협력 아이템 개발지원사업 모집 공고(수요기반 협력사 밸류체인 고도화 및 자립화 패키지 지원사업),2024-03-25,2024-04-15,산업통상자원부,한국자동차연구원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096237
116,기술,2024년 이차전지 산업육성 및 고도화를 위한 기업지원사업 모집 공고,2024-03-22,2024-04-02,산업통상자원부,한국전자기술연구원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096236
117,수출,[대구] 2024년 1社 맞춤형 해외마케팅 지원사업 참가기업 모집 공고,2024-03-26,2024-04-22,대구광역시,대구테크노파크,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096257
118,경영,[경기] 2024년 2차 공공용지활용 햇빛발전소 확대 지원사업 협동조합 모집 공고,2024-03-29,2024-04-07,경기도,경기환경에너지진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096256
119,경영,[울산] 2024년 중소기업 디자인 개발 지원사업 모집 공고,2024-03-25,2024-05-09,산업통상자원부,한국디자인진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096235
120,인력,[경북] 2024년 청년일자리창출 우수기업 지원사업 모집 공고,2024-03-28,2024-12-30,경상북도,경상북도경제진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096255
121,내수,[부산] 2024년 우수식품 신규 인증 계획 공고,2024-04-08,2024-04-15,부산광역시,직접수행,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096234
122,수출,2024년 과학기술정보통신부 블록체인 해외 현지화 지원사업 모집 공고,2024-04-12,2024-04-26,과학기술정보통신부,정보통신산업진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096254
123,창업,[울산] 울주군 2024년 창업 성장 지원 참가기업 추가모집 공고(청년창업아카데미사업),2024-03-25,2024-04-12,울산광역시,울산경제일자리진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096233
124,창업,[광주] 북구 2024년 재창업 희망두드림 컨설팅 지원사업 모집 공고,2024-03-08,2024-04-08,광주광역시,기초자치단체,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096232
125,경영,[경북] 포항시 2024년 중소기업 육성 기반구축 사업 참여기업 모집 공고,2024-03-25,2024-04-12,경상북도,경상북도경제진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096231
126,기타,[충북] 2024년 상반기 예비사회적기업 지정계획 공고,2024-03-29,2024-04-19,충청북도,기초자치단체,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096253
127,내수,[울산] 울주군 2024년 온라인 마케팅 판로개척 지원사업 모집 연장 공고,2024-03-25,2024-04-09,울산광역시,울산경제일자리진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096252
128,인력,[서울] 중구 2024년 도시제조업 작업환경개선 지원사업 공고,2024-03-25,2024-04-09,서울특별시,기초자치단체,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096230
129,경영,2024년 사회적기업 분야 TV홈쇼핑 방송지원 추천기업 모집 공고,2024-03-25,2024-04-05,경기도,한국사회적기업진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096251
130,수출,[인천] 2024년 FTA 체결국가 바이어 발굴 지원사업 신청 공고,2024-03-25,2024-04-05,인천광역시,인천상공회의소,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096250
131,기술,[인천] 2024년 중소기업 기술지원단 운영사업 참여기업 모집 공고,2024-03-25,2024-04-19,인천광역시,인천테크노파크,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096249
132,내수,2024년 티몬 입점지원 모집 공고,2024-03-01,2024-11-30,중소벤처기업부,중소기업유통센터,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096248
133,인력,[전북] 2024년 기업협력 프로젝트 참여기업 모집 공고(지역ICT이노베이션스퀘어 확산사업),2024-03-25,2024-04-18,전북특별자치도,전주정보문화산업진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096247
134,경영,[경남] 2024년 2차 혁신시제품 등록 및 수요과제발굴 컨설팅사업 수혜기업 모집 공고,2024-03-25,2024-04-12,경상남도,경남테크노파크,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096229
135,경영,2024년 상반기 전주 영화 후반제작지원 사업 모집 공고,2024-04-01,2024-04-15,전북특별자치도,전주정보문화산업진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096246
136,기술,[경남] 창원시 2024년 시제품ㆍ제조공정 고도화 지원사업 모집 공고,2024-03-25,2024-04-12,경상남도,창원산업진흥원,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096228
137,인력,[전북] 전주시 2024년 2차 전주형 고용안정 유지 지원사업 참여기업 모집 공고(전주형 내일채움공제 지원사업),2024-03-25,2024-03-29,전북특별자치도,기초자치단체,2024-03-27,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096245
138,수출,[울산] 2024년 상반기 인도네시아 종합 무역사절단 참가기업 모집 공고,2024-03-25,2024-04-09,울산광역시,울산경제일자리진흥원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096227
139,수출,[경남] 2024년 중소기업 통ㆍ번역 지원사업 참가업체 모집 공고,2024-03-26,2024-12-31,경상남도,경남무역,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096244
140,내수,[세종] 2024년 1차 중소기업 홍보물 제작비 지원사업 참여기업 모집 공고,2024-03-25,2024-04-04,세종특별자치시,세종상공회의소,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096243
141,내수,[세종] 2024년 1차 국내 전시박람회 참가비 지원사업 공고,2024-03-25,2024-04-04,세종특별자치시,세종상공회의소,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096226
142,경영,[세종] 2024년 1차 중소기업 제조물배상책임(PL)보험 지원사업 참여기업 모집 공고,2024-03-25,2024-04-04,세종특별자치시,세종상공회의소,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096225
143,경영,[울산] 2024년 한국생산기술연구원 울산기술실용화본부 울산뿌리기술지원센터 기업지원사업 모집 공고,2024-03-11,2024-12-31,울산광역시,한국생산기술연구원울산,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096224
144,수출,2024년 1차 신재생에너지산업 해외진출지원사업 지원계획 모집 공고,2024-03-25,2024-04-15,산업통상자원부,한국에너지공단,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096242
145,기술,[강원] 2024년 SW융합클러스터 실증서비스 지원사업 수행기업 모집 공고(SW융합클러스터2.0),2024-03-25,2024-04-05,강원특별자치도,강릉과학산업진흥원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096241
146,기타,2024년 우수 정보보호기술(제품ㆍ서비스) 지정제도 접수 공고,2024-03-25,2024-04-24,과학기술정보통신부,한국인터넷진흥원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096220
147,수출,[서울] 글로벌 B2B 마케팅 지원사업 참여기업 모집 공고(서울경제진흥원ㆍ알리바바닷컴),2024-03-27,2024-04-17,서울특별시,서울경제진흥원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096219
148,경영,[부산ㆍ울산ㆍ경남] 2024년 AIㆍICT 기업 홍보영상 제작 지원사업 모집 공고(ICT이노베이션스퀘어),2024-03-25,2024-04-08,부산광역시,부산정보산업진흥원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096223
149,경영,[전북] 2024년 중소기업 우수제품 맞춤형 디자인지원사업 모집 공고,2024-04-01,2024-04-12,전북특별자치도,전북테크노파크,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096218
150,기술,농식품 R&D 우수성과 투자유치 역량강화 프로그램 3기 참여기업 모집 연장 공고,2024-03-26,2024-04-02,농림축산식품부,농림식품기술기획평가원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096217
151,기술,2024년 1차 어린이제품 관련 영세기업 지원사업 참여기업 모집 공고,2024-03-25,2024-04-05,산업통상자원부,한국제품안전관리원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096222
152,내수,[경남] 2024년 1차 동행축제 연계 우수 소상공인 제품 현장 라이브커머스 참가기업 모집 공고,2024-03-26,2024-04-09,중소벤처기업부,지방중소벤처기업청,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096221
153,내수,2024년 장애인기업 공영홈쇼핑 판로지원 사업 모집 공고,2024-03-25,2024-04-05,중소벤처기업부,장애인기업종합지원센터,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096200
154,내수,2024년 생산성향상 및 녹색경영 유공 대한민국 녹색경영대상 정부포상 공고,2024-03-21,2024-05-31,환경부,매경안전환경연구원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096216
155,경영,[경기] 이천시 2024년 중소기업 맞춤형 성장지원사업 참가기업 모집 공고,2024-03-25,2024-04-09,경기도,경기도경제과학진흥원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096199
156,인력,[경기] 군포시 2024년 소공인 작업장 위험성 진단 참여기업 모집 공고,2024-03-20,2024-04-30,경기도,군포산업진흥원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096198
157,창업,[울산] 2024년 스타트업 콘텐츠 제작 지원사업 참가기업 모집 공고(울산콘텐츠코리아랩),2024-03-22,2024-04-22,울산광역시,울산정보산업진흥원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096197
158,창업,2024년 오늘전통 청년 초기 창업기업 공모,2024-03-20,2024-04-19,문화체육관광부,한국공예디자인문화진흥원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096195
159,기타,[경기] 화성시 2024년 대중소 동반성장 프로그램 참여기업 모집 공고,2024-03-25,2024-04-18,경기도,화성산업진흥원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096215
160,경영,2024년 OTT플랫폼 콘텐츠 제작지원(지정ㆍ자율) 모집 공고(OTT플랫폼 영상문화콘텐츠 제작지원),2024-04-01,2024-04-22,광주광역시,광주정보문화산업진흥원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096214
161,경영,2024년 OTT플랫폼 콘텐츠 제작지원(장편) 모집 공고(OTT플랫폼 영상문화콘텐츠 제작지원),2024-04-01,2024-04-22,광주광역시,광주정보문화산업진흥원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096213
162,경영,[전북] 2024년 이차전지ㆍ반도체 소재부품 활성화 지원사업 모집 공고,2024-03-25,2024-04-05,전북특별자치도,전북테크노파크,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096212
163,수출,[강원] 2024년 해외바이어 초청 통합 수출상담회 참가기업 모집 공고,2024-03-20,2024-04-19,강원특별자치도,강원특별자치도경제진흥원,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096211
164,금융,[부산] 2024년 블록체인 기업 투자유치 및 사업화 지원사업 모집 공고,2024-03-22,2024-04-12,부산광역시,부산테크노파크,2024-03-26,https://www.bizinfo.go.kr/web/lay1/bbs/S1T122C128/AS/74/view.do?pblancId=PBLN_000000000096210
